,Position,Velocity,action
48,-0.21320371329784393,0.0008057377999648452,2
49,-0.21340379118919373,-0.00020008203864563257,2
50,-0.2146087884902954,-0.001205005799420178,2
51,-0.21681331098079681,-0.0022045178338885307,2
52,-0.22000737488269806,-0.0031940615735948086,2
53,-0.22417637705802917,-0.004169008228927851,2
54,-0.23030100762844086,-0.0061246296390891075,1
55,-0.23835231363773346,-0.008051306940615177,1
56,-0.2482912689447403,-0.009938946925103664,1
57,-0.2600681483745575,-0.011776880361139774,1
58,-0.27362194657325745,-0.013553804717957973,1
59,-0.28887972235679626,-0.015257773920893669,1
60,-0.30575597286224365,-0.016876254230737686,1
61,-0.3241522014141083,-0.018396232277154922,1
62,-0.3439566195011139,-0.01980441063642502,1
63,-0.3650440573692322,-0.02108744904398918,1
64,-0.3872763514518738,-0.02223226986825466,1
65,-0.41050276160240173,-0.023226425051689148,1
66,-0.43456122279167175,-0.024058464914560318,1
67,-0.4592795670032501,-0.024718333035707474,1
68,-0.48447731137275696,-0.025197740644216537,1
69,-0.5099678039550781,-0.025490477681159973,1
70,-0.5355604887008667,-0.025592682883143425,1
71,-0.5610634684562683,-0.025502989068627357,1
72,-0.5862860679626465,-0.025222593918442726,1
73,-0.611041247844696,-0.02475520595908165,1
74,-0.6351481676101685,-0.024106884375214577,1
75,-0.6584339141845703,-0.023285791277885437,1
76,-0.6807358264923096,-0.02230188064277172,1
77,-0.7019023299217224,-0.021166522055864334,1
78,-0.7217944264411926,-0.01989211142063141,1
79,-0.740286111831665,-0.018491694703698158,1
80,-0.7572647333145142,-0.016978604719042778,1
81,-0.7726308703422546,-0.015366153791546822,1
82,-0.7862982749938965,-0.013667374849319458,1
83,-0.798193097114563,-0.011894840747117996,1
84,-0.8082536458969116,-0.010060537606477737,1
85,-0.8164294362068176,-0.008175809867680073,1
86,-0.8226808309555054,-0.006251366809010506,1
87,-0.8269781470298767,-0.004297336563467979,1
88,-0.8293015360832214,-0.00232336507178843,1
89,-0.82964026927948,-0.00033874897053465247,1
90,-0.827992856502533,0.001647411030717194,1
91,-0.8243668079376221,0.0036260432098060846,1
92,-0.8187788724899292,0.005587935913354158,1
93,-0.8112553358078003,0.007523578591644764,1
94,-0.8018322587013245,0.009423020295798779,1
95,-0.7905565500259399,0.01127575896680355,1
96,-0.7774858474731445,0.013070669956505299,1
97,-0.7626898884773254,0.014795981347560883,1
98,-0.746250569820404,0.01643931120634079,1
99,-0.7272627949714661,0.01898776739835739,2
100,-0.7058408260345459,0.021421967074275017,2
101,-0.6821191310882568,0.02372170053422451,2
102,-0.6562528610229492,0.025866294279694557,2
103,-0.6284176707267761,0.027835145592689514,2
104,-0.5988093018531799,0.02960839681327343,2
105,-0.5676416158676147,0.03116770088672638,2
106,-0.5351445078849792,0.032497063279151917,2
107,-0.5015608668327332,0.033583637326955795,2
108,-0.4671424329280853,0.03441847488284111,2
109,-0.432145357131958,0.03499707207083702,2
110,-0.3968256115913391,0.035319745540618896,2
111,-0.36143389344215393,0.03539170324802399,2
112,-0.32621103525161743,0.03522287681698799,2
113,-0.2913835346698761,0.03482748195528984,2
114,-0.2571601867675781,0.03422336280345917,2
115,-0.22372901439666748,0.03343116492033005,2
116,-0.1912555694580078,0.032473452389240265,2
117,-0.15988177061080933,0.031373798847198486,2
118,-0.1297258585691452,0.030155900865793228,2
119,-0.10088301450014114,0.028842847794294357,2
120,-0.07342654466629028,0.02745647169649601,2
121,-0.04740966111421585,0.026016881689429283,2
122,-0.022867538034915924,0.024542124941945076,2
123,0.00018046775949187577,0.023048005998134613,2
124,0.021728472784161568,0.02154800482094288,2
125,0.04178179055452347,0.02005331590771675,2
126,0.06035471707582474,0.01857292838394642,2
127,0.07746851444244385,0.01711379736661911,2
128,0.09314952790737152,0.015681009739637375,2
129,0.10742751508951187,0.014277989976108074,2
130,0.1203342154622078,0.012906703166663647,2
131,0.1319020688533783,0.01156784500926733,2
132,0.14216309785842896,0.010261033661663532,2
133,0.15114806592464447,0.008984974585473537,2
134,0.15888568758964539,0.007737615145742893,2
135,0.16540196537971497,0.006516281049698591,2
136,0.17071975767612457,0.0053177932277321815,2
137,0.17485833168029785,0.00413857214152813,2
138,0.17783306539058685,0.002974729984998703,2
139,0.17965520918369293,0.001822147867642343,2
140,0.180331751704216,0.0006765477592125535,2
141,0.17986531555652618,-0.0004664436564780772,2
142,0.17825408279895782,-0.0016112345037981868,2
143,0.17549186944961548,-0.0027622091583907604,2
144,0.17156819999217987,-0.003923667594790459,2
145,0.16646844148635864,-0.005099763162434101,2
146,0.16017401218414307,-0.006294431630522013,2
147,0.15266269445419312,-0.007511316332966089,2
148,0.1439090222120285,-0.00875367596745491,2
149,0.1338847279548645,-0.010024286806583405,2
150,0.12255940586328506,-0.011325325816869736,2
151,0.10990116745233536,-0.012658236548304558,2
152,0.09587758034467697,-0.014023582451045513,2
153,0.0804567039012909,-0.015420878306031227,2
154,0.06360829621553421,-0.016848405823111534,2
155,0.045305270701646805,-0.018303027376532555,2
156,0.025525299832224846,-0.01977997086942196,2
157,0.00425265496596694,-0.02127264440059662,2
158,-0.01851978711783886,-0.022772440686821938,2
159,-0.042788371443748474,-0.024268584325909615,2
160,-0.06853638589382172,-0.025748014450073242,2
161,-0.09573174268007278,-0.027195356786251068,2
162,-0.12532471120357513,-0.029592962935566902,1
163,-0.1572430431842804,-0.03191833943128586,1
164,-0.191388338804245,-0.0341452993452549,1
165,-0.22763276100158691,-0.03624441474676132,1
166,-0.2658165395259857,-0.0381837822496891,1
167,-0.3057466447353363,-0.03993011638522148,1
168,-0.3471967875957489,-0.041450150310993195,1
169,-0.3899090588092804,-0.042712271213531494,1
170,-0.4335973560810089,-0.04368827864527702,1
171,-0.4779524505138397,-0.0443551167845726,1
172,-0.5226488709449768,-0.044696394354104996,1
173,-0.5673523545265198,-0.04470352083444595,1
174,-0.6117286682128906,-0.04437630996108055,1
175,-0.6554517149925232,-0.043723009526729584,1
176,-0.6982113718986511,-0.04275969788432121,1
177,-0.7397205829620361,-0.04150918126106262,1
178,-0.7797200679779053,-0.03999947011470795,1
179,-0.8179821372032166,-0.03826206922531128,1
180,-0.8543123006820679,-0.0363302156329155,1
181,-0.8885495662689209,-0.03423721715807915,1
182,-0.920564591884613,-0.03201506659388542,1
183,-0.9502579569816589,-0.02969331108033657,1
184,-0.9775562286376953,-0.02729828841984272,1
185,-1.0024088621139526,-0.024852652102708817,1
186,-1.0247840881347656,-0.022375185042619705,1
187,-1.0446648597717285,-0.019880834966897964,1
188,-1.0620458126068115,-0.017380908131599426,1
189,-1.0769292116165161,-0.01488338690251112,1
190,-1.089322566986084,-0.012393325567245483,1
191,-1.0992357730865479,-0.009913261979818344,1
192,-1.1066794395446777,-0.007443665061146021,1
193,-1.111662745475769,-0.0049833632074296474,1
194,-1.1141927242279053,-0.0025299699045717716,1
195,-1.1142730712890625,-8.029415766941383e-05,1
196,-1.1119037866592407,0.002369261346757412,1
197,-1.1070815324783325,0.004822306334972382,1
198,-1.099799394607544,0.007282071281224489,1
199,-1.0900484323501587,0.00975100789219141,1
200,-1.0778180360794067,0.012230378575623035,1
201,-1.0630981922149658,0.01471983827650547,1
202,-1.0458811521530151,0.017216993495821953,1
203,-1.026164174079895,0.01971697434782982,1
204,-1.0039522647857666,0.02221199870109558,1
205,-0.9792612195014954,0.024690989404916763,1
206,-0.9521219730377197,0.027139246463775635,1
207,-0.9215837717056274,0.03053824044764042,2
208,-0.8877209424972534,0.033862821757793427,2
209,-0.8506388068199158,0.037082117050886154,2
210,-0.810478925704956,0.0401599183678627,2
211,-0.7674233317375183,0.04305557161569595,2
212,-0.7216978669166565,0.04572548717260361,2
213,-0.6735725402832031,0.04812530428171158,2
214,-0.6233599781990051,0.05021253973245621,2
215,-0.5714103579521179,0.0519496314227581,2
216,-0.5181033611297607,0.05330698937177658,2
217,-0.463837593793869,0.05426577478647232,2
218,-0.4090176522731781,0.05481996387243271,2
219,-0.3540402054786682,0.054977428168058395,2
220,-0.2992803454399109,0.05475987493991852,2
221,-0.24507871270179749,0.054201625287532806,2
222,-0.191731259226799,0.05334744602441788,2
223,-0.1394815295934677,0.0522497296333313,2
224,-0.08851610869169235,0.05096542462706566,2
225,-0.03896305710077286,0.049553051590919495,2
226,0.009107055142521858,0.04807011038064957,2
227,0.055678099393844604,0.0465710423886776,2
228,0.10078393667936325,0.045105837285518646,2
229,0.1445031762123108,0.04371924325823784,2
230,0.18695367872714996,0.042450498789548874,2
231,0.22828719019889832,0.041333504021167755,2
232,0.26868441700935364,0.04039723798632622,2
233,0.3083507716655731,0.03966635838150978,2
234,0.3475126624107361,0.03916187584400177,2
235,0.38641446828842163,0.03890180215239525,2
236,0.42531618475914,0.03890172019600868,2
237,0.46449142694473267,0.039175234735012054,2
238,0.5042256712913513,0.03973424807190895,2
239,-0.45936378836631775,-0.00048233618144877255,1
240,-0.4603249132633209,-0.0009611223358660936,1
241,-0.46175774931907654,-0.001432831515558064,1
242,-0.46365174651145935,-0.0018939831061288714,1
243,-0.46599289774894714,-0.002341166138648987,1
244,-0.46876397728919983,-0.002771063009276986,1
245,-0.4719444513320923,-0.003180471481755376,1
246,-0.47551077604293823,-0.0035663305316120386,1
247,-0.4794365167617798,-0.003925740718841553,1
248,-0.4836924970149994,-0.004255989566445351,1
249,-0.4882470667362213,-0.004554572515189648,1
250,-0.49306628108024597,-0.004819213412702084,1
251,-0.4981141686439514,-0.005047887098044157,1
252,-0.5033529996871948,-0.005238835234194994,1
253,-0.5087435841560364,-0.005390585400164127,1
254,-0.5142455697059631,-0.005501962266862392,1
255,-0.5198176503181458,-0.005572102032601833,1
256,-0.5254181027412415,-0.0056004598736763,1
257,-0.5310049057006836,-0.005586815066635609,1
258,-0.5365362167358398,-0.005531273316591978,1
259,-0.5419704914093018,-0.005434267222881317,1
260,-0.5472670197486877,-0.005296549294143915,1
261,-0.5523862242698669,-0.005119186360388994,1
262,-0.5572897791862488,-0.004903548862785101,1
263,-0.5619410276412964,-0.0046512964181602,1
264,-0.56630539894104,-0.004364363383501768,1
265,-0.5703503489494324,-0.004044938832521439,1
266,-0.5740457773208618,-0.0036954504903405905,1
267,-0.5773643255233765,-0.003318540519103408,1
268,-0.5802813768386841,-0.0029170450288802385,1
269,-0.582775354385376,-0.002493971260264516,1
270,-0.5848278403282166,-0.002052474534139037,1
271,-0.5864236950874329,-0.0015958345029503107,1
272,-0.5875511169433594,-0.0011274324497208,1
273,-0.5882018208503723,-0.0006507271318696439,1
274,-0.5883710384368896,-0.00016923181829042733,1
275,-0.5880575776100159,0.0003135089355055243,1
276,-0.5872635841369629,0.0007939424249343574,1
277,-0.585995078086853,0.0012685309629887342,1
278,-0.5842612981796265,0.0017337750177830458,1
279,-0.5820750594139099,0.0021862369030714035,1
280,-0.5794525146484375,0.002622562926262617,1
281,-0.5764129757881165,0.0030395083595067263,1
282,-0.5729790329933167,0.0034339597914367914,1
283,-0.5691760778427124,0.003802958643063903,1
284,-0.5650323629379272,0.004143724218010902,1
285,-0.5605787038803101,0.004453676752746105,1
286,-0.555848240852356,0.004730457440018654,1
287,-0.550876259803772,0.004971950780600309,1
288,-0.545699954032898,0.005176303908228874,1
289,-0.5393580198287964,0.006341941654682159,2
290,-0.5318979620933533,0.007460091728717089,2
291,-0.5233756303787231,0.008522328920662403,2
292,-0.5138549208641052,0.009520655497908592,2
293,-0.50340735912323,0.010447586886584759,2
294,-0.49211111664772034,0.011296244338154793,2
295,-0.4800506830215454,0.012060437351465225,2
296,-0.4673159122467041,0.01273475494235754,2
297,-0.4540012776851654,0.013314636424183846,2
298,-0.4402048587799072,0.01379643939435482,2
299,-0.4260273575782776,0.014177490025758743,2
300,-0.4115712344646454,0.014456109143793583,2
301,-0.39693960547447205,0.014631630852818489,2
302,-0.38223522901535034,0.014704382047057152,2
303,-0.3675595819950104,0.014675651676952839,2
304,-0.35301193594932556,0.014547633938491344,2
305,-0.33868861198425293,0.01432335190474987,2
306,-0.3246820271015167,0.014006566256284714,2
307,-0.31108036637306213,0.01360167283564806,2
308,-0.29796677827835083,0.013113590888679028,2
309,-0.2854191064834595,0.012547649443149567,2
310,-0.2735096514225006,0.011909476481378078,2
311,-0.26230475306510925,0.01120489090681076,2
312,-0.2518649399280548,0.010439805686473846,2
313,-0.24224479496479034,0.00962014589458704,2
314,-0.23349303007125854,0.008751776069402695,2
315,-0.22565259039402008,0.007840442471206188,2
316,-0.21876084804534912,0.006891737226396799,2
317,-0.21284978091716766,0.005911072250455618,2
318,-0.20794610679149628,0.004903669003397226,2
319,-0.2040715366601944,0.003874563379213214,2
320,-0.20124292373657227,0.002828619908541441,2
321,-0.1994723677635193,0.0017705588834360242,2
322,-0.19876737892627716,0.0007049879059195518,2
323,-0.19913093745708466,-0.00036355693009682,2
324,-0.2005614936351776,-0.001430569333024323,2
325,-0.20305302739143372,-0.002491527469828725,2
326,-0.20659488439559937,-0.003541851183399558,2
327,-0.21117174625396729,-0.004576859995722771,2
328,-0.2177634835243225,-0.006591739133000374,1
329,-0.22634044289588928,-0.008576959371566772,1
330,-0.23686286807060242,-0.010522428900003433,1
331,-0.24928024411201477,-0.012417374178767204,1
332,-0.26353052258491516,-0.014250271022319794,1
333,-0.2795393466949463,-0.016008833423256874,1
334,-0.2972193956375122,-0.017680061981081963,1
335,-0.31646978855133057,-0.01925036869943142,1
336,-0.33717554807662964,-0.020705776289105415,1
337,-0.35920774936676025,-0.022032195702195168,1
338,-0.3824234902858734,-0.023215753957629204,1
339,-0.40666669607162476,-0.024243196472525597,1
340,-0.4317690134048462,-0.025102311745285988,1
341,-0.45755136013031006,-0.025782356038689613,1
342,-0.48382583260536194,-0.02627447620034218,1
343,-0.5103979110717773,-0.02657206542789936,1
344,-0.5370689630508423,-0.026671046391129494,1
345,-0.5636389851570129,-0.026570048183202744,1
346,-0.5899094939231873,-0.026270467787981033,1
347,-0.6156858801841736,-0.025776410475373268,1
348,-0.6407803893089294,-0.02509450912475586,1
349,-0.6650140285491943,-0.024233637377619743,1
350,-0.6882185935974121,-0.023204553872346878,1
351,-0.7102380394935608,-0.022019485011696815,1
352,-0.7309297323226929,-0.02069169282913208,1
353,-0.750164806842804,-0.019235054031014442,1
354,-0.7678284645080566,-0.017663657665252686,1
355,-0.7838199734687805,-0.01599147915840149,1
356,-0.7980520725250244,-0.014232102781534195,1
357,-0.810450553894043,-0.012398517690598965,1
358,-0.8209535479545593,-0.010503006167709827,1
359,-0.8295106887817383,-0.008557082153856754,1
360,-0.8360821604728699,-0.006571513134986162,1
361,-0.8406385779380798,-0.004556383937597275,1
362,-0.8431597948074341,-0.0025212184991687536,1
363,-0.8436349034309387,-0.00047512975288555026,1
364,-0.8420618772506714,0.0015730045270174742,1
365,-0.8384475708007812,0.0036143509205430746,1
366,-0.8328076004981995,0.005639928858727217,1
367,-0.825167179107666,0.007640425581485033,1
368,-0.8155611753463745,0.009606033563613892,1
369,-0.8040348291397095,0.011526312679052353,1
370,-0.7906447649002075,0.013390102423727512,1
371,-0.7754592895507812,0.01518547348678112,1
372,-0.75855952501297,0.016899753361940384,1
373,-0.7390398979187012,0.019519614055752754,2
374,-0.7170146703720093,0.022025251761078835,2
375,-0.6926188468933105,0.024395829066634178,2
376,-0.6660089492797852,0.02660985291004181,2
377,-0.6373632550239563,0.02864573337137699,2
378,-0.6068807244300842,0.030482498928904533,2
379,-0.5747801065444946,0.03210063651204109,2
380,-0.5412971377372742,0.03348298743367195,2
381,-0.5066814422607422,0.034615661948919296,2
382,-0.4711926281452179,0.03548883646726608,2
383,-0.4350951910018921,0.036097411066293716,2
384,-0.3986538052558899,0.03644140437245369,2
385,-0.3621276915073395,0.03652610629796982,2
386,-0.32576581835746765,0.03636188432574272,2
387,-0.28980207443237305,0.035963721573352814,2
388,-0.25445157289505005,0.03535052016377449,2
389,-0.21990734338760376,0.034544218331575394,2
390,-0.18633854389190674,0.03356881067156792,2
391,-0.15388916432857513,0.03244936838746071,2
392,-0.12267807871103287,0.031211091205477715,2
393,-0.0927995815873146,0.02987849898636341,2
394,-0.06432481855154037,0.028474757447838783,2
395,-0.037303660064935684,0.02702116221189499,2
396,-0.011766857467591763,0.025536801666021347,2
397,0.012271501123905182,0.02403835952281952,2
398,0.03481155261397362,0.022540053352713585,2
399,0.05586522817611694,0.021053673699498177,2
400,0.07545392960309982,0.01958870142698288,2
401,0.09360640496015549,0.018152479082345963,2
402,0.11035681515932083,0.016750406473875046,2
403,0.12574298679828644,0.015386168844997883,2
404,0.1398049294948578,0.014061947353184223,2
405,0.1525835543870926,0.0127786286175251,2
406,0.16411957144737244,0.011536006815731525,2
407,0.1744525283575058,0.010332955978810787,2
408,0.18362011015415192,0.00916759017854929,2
409,0.19165751338005066,0.008037404157221317,2
410,0.19859690964221954,0.006939386483281851,2
411,0.2044670283794403,0.0058701238594949245,2
412,0.2092929184436798,0.0048258863389492035,2
413,0.21309560537338257,0.0038026978727430105,2
414,0.2158920019865036,0.002796394284814596,2
415,0.21769468486309052,0.0018026739126071334,2
416,0.21851181983947754,0.0008171399240382016,2
417,0.21834714710712433,-0.00016466416127514094,2
418,0.21719993650913239,-0.0011472208425402641,2
419,0.21506492793560028,-0.0021350074093788862,2
420,0.2119324654340744,-0.003132463898509741,2
421,0.20778849720954895,-0.004143960308283567,2
422,0.20261473953723907,-0.005173755809664726,2
423,0.19638878107070923,-0.0062259589321911335,2
424,0.18908432126045227,-0.007304469123482704,2
425,0.18067139387130737,-0.0084129199385643,2
426,0.17111679911613464,-0.009554598480463028,2
427,0.16038444638252258,-0.010732358321547508,2
428,0.14843593537807465,-0.011948512867093086,2
429,0.13523122668266296,-0.013204707764089108,2
430,0.12072943896055222,-0.014501780271530151,2
431,0.10488985478878021,-0.01583958975970745,2
432,0.08767301589250565,-0.017216835170984268,2
433,0.0690421536564827,-0.0186308603733778,2
434,0.0489647313952446,-0.020077424123883247,2
435,0.0274142324924469,-0.021550500765442848,2
436,0.004372181370854378,-0.02304205112159252,2
437,-0.020169654861092567,-0.024541836231946945,2
438,-0.04620691388845444,-0.02603726089000702,2
439,-0.07372019439935684,-0.027513278648257256,2
440,-0.10267257690429688,-0.02895238809287548,2
441,-0.1340073049068451,-0.03133472800254822,1
442,-0.1676427125930786,-0.03363540768623352,1
443,-0.20346856117248535,-0.03582584485411644,1
444,-0.2413429468870163,-0.037874385714530945,1
445,-0.2810901999473572,-0.039747241884469986,1
446,-0.32249999046325684,-0.041409801691770554,1
447,-0.36532819271087646,-0.04282820224761963,1
448,-0.4092993140220642,-0.04397112876176834,1
449,-0.4541110098361969,-0.0448116734623909,1
450,-0.49944007396698,-0.04532906785607338,1
451,-0.5449501872062683,-0.045510098338127136,1
452,-0.5903002619743347,-0.04535007104277611,1
453,-0.6351533532142639,-0.04485314339399338,1
454,-0.6791853904724121,-0.0440320149064064,1
455,-0.7220923900604248,-0.042907025665044785,1
456,-0.7635971903800964,-0.04150475934147835,1
457,-0.8034535050392151,-0.039856307208538055,1
458,-0.8414489030838013,-0.03799542784690857,1
459,-0.8774056434631348,-0.0359567366540432,1
460,-0.911179780960083,-0.03377411514520645,1
461,-0.9426591396331787,-0.031479377299547195,1
462,-0.9717604517936707,-0.029101315885782242,1
463,-0.9984255433082581,-0.026665063574910164,1
464,-1.0226173400878906,-0.024191776290535927,1
465,-1.0443158149719238,-0.021698569878935814,1
466,-1.0635144710540771,-0.019198663532733917,1
467,-1.0802161693572998,-0.016701659187674522,1
468,-1.0944300889968872,-0.014213914051651955,1
469,-1.1061691045761108,-0.011738969944417477,1
470,-1.1154470443725586,-0.009277991019189358,1
471,-1.1222772598266602,-0.006830210797488689,1
472,-1.1266705989837646,-0.004393358714878559,1
473,-1.1286346912384033,-0.0019640775863081217,1
474,-1.1281729936599731,0.0004616826481651515,1
475,-1.1252847909927368,0.002888278104364872,1
476,-1.1199647188186646,0.005319993011653423,1
477,-1.1122040748596191,0.007760659791529179,1
478,-1.101990818977356,0.010213269852101803,1
479,-1.0893112421035767,0.0126795694231987,1
480,-1.074151635169983,0.01515964325517416,1
481,-1.0565000772476196,0.017651474103331566,1
482,-1.0363496541976929,0.020150501281023026,1
483,-1.0137004852294922,0.02264917828142643,1
484,-0.9885638952255249,0.025136565789580345,1
485,-0.9609659314155579,0.02759798802435398,1
486,-0.9299511313438416,0.03101480007171631,2
487,-0.8955893516540527,0.034361738711595535,2
488,-0.85798180103302,0.0376075804233551,2
489,-0.8172662854194641,0.04071550443768501,2
490,-0.7736223340034485,0.04364394769072533,2
491,-0.7272741794586182,0.046348173171281815,2
492,-0.6784917116165161,0.04878244176506996,2
493,-0.6275889277458191,0.05090278387069702,2
494,-0.574918806552887,0.05267011746764183,2
495,-0.5208653211593628,0.054053500294685364,2
496,-0.46583232283592224,0.05503299832344055,2
497,-0.4102303981781006,0.05560191720724106,2
498,-0.3544624447822571,0.05576794967055321,2
499,-0.2989092767238617,0.05555316433310509,2
500,-0.24391654133796692,0.054992739111185074,2
501,-0.18978382647037506,0.05413272604346275,2
502,-0.13675673305988312,0.05302709713578224,2
503,-0.08502215892076492,0.0517345666885376,2
504,-0.034706711769104004,0.05031544715166092,2
505,0.014122274704277515,0.04882898926734924,2
506,0.06145350635051727,0.04733123257756233,2
507,0.10732710361480713,0.045873597264289856,2
508,0.15182916820049286,0.04450207203626633,2
509,0.19508612155914307,0.04325695335865021,2
510,0.2372591644525528,0.042173031717538834,2
511,0.27853918075561523,0.041280027478933334,2
512,0.3191424012184143,0.04060322791337967,2
513,0.35930657386779785,0.04016416147351265,2
514,0.3992878198623657,0.039981257170438766,2
515,0.4393582046031952,0.04007038474082947,2
516,0.47980350255966187,0.04044528678059578,2
517,0.5209212899208069,0.04111776500940323,2
518,-0.4851779043674469,-0.0002896769728977233,1
519,-0.4857550859451294,-0.0005771958967670798,1
520,-0.48661550879478455,-0.0008604141767136753,1
521,-0.4877527356147766,-0.0011372199514880776,1
522,-0.4891582727432251,-0.001405547372996807,1
523,-0.4908216595649719,-0.0016633918276056647,1
524,-0.4927304983139038,-0.0019088240806013346,1
525,-0.49487051367759705,-0.002140005584806204,1
526,-0.49722570180892944,-0.0023552009370177984,1
527,-0.49977847933769226,-0.002552792662754655,1
528,-0.5025097727775574,-0.0027312927413731813,1
529,-0.5053991675376892,-0.0028893547132611275,1
530,-0.5084249377250671,-0.003025784157216549,1
531,-0.5115644931793213,-0.0031395487021654844,1
532,-0.5147942304611206,-0.0032297864090651274,1
533,-0.5180900692939758,-0.0032958125229924917,1
534,-0.5214272141456604,-0.0033371259924024343,1
535,-0.5247806310653687,-0.003353412728756666,1
536,-0.5281251668930054,-0.0033445488661527634,1
537,-0.5314357876777649,-0.003310602158308029,1
538,-0.5346875786781311,-0.003251830115914345,1
539,-0.5378562808036804,-0.0031686793081462383,1
540,-0.5409180521965027,-0.0030617807060480118,1
541,-0.5438500046730042,-0.0029319445602595806,1
542,-0.5466301441192627,-0.0027801538817584515,1
543,-0.5492377281188965,-0.002607555827125907,1
544,-0.5516531467437744,-0.0024154535494744778,1
545,-0.5538584589958191,-0.002205293858423829,1
546,-0.555837094783783,-0.0019786579068750143,1
547,-0.5575743317604065,-0.001737247104756534,1
548,-0.5590572357177734,-0.00148287124466151,1
549,-0.5602746605873108,-0.0012174340663477778,1
550,-0.5612176060676575,-0.0009429195779375732,1
551,-0.5618789792060852,-0.0006613770383410156,1
552,-0.5622538924217224,-0.0003749063180293888,1
553,-0.5623394846916199,-8.564248128095642e-05,1
554,-0.5621352791786194,0.000204259340534918,1
555,-0.561642587184906,0.000492639490403235,1
556,-0.5608652830123901,0.0007773492252454162,1
557,-0.5598089694976807,0.0010562660172581673,1
558,-0.5584816932678223,0.00132730882614851,1
559,-0.5568932294845581,0.0015884534223005176,1
560,-0.5550554990768433,0.0018377468222752213,1
561,-0.5529821515083313,0.0020733221899718046,1
562,-0.5506887435913086,0.0022934123408049345,1
563,-0.5481923818588257,0.0024963635951280594,1
564,-0.5455117225646973,0.0026806483510881662,1
565,-0.5426668524742126,0.0028448773082345724,1
566,-0.5396790504455566,0.00298780994489789,1
567,-0.53657066822052,0.0031083652283996344,1
568,-0.5333650708198547,0.0032056299969553947,1
569,-0.5300862193107605,0.0032788666430860758,1
570,-0.5267586708068848,0.003327519167214632,1
571,-0.5234074592590332,0.003351218067109585,1
572,-0.5200576782226562,0.003349783131852746,1
573,-0.5167344212532043,0.0033232253044843674,1
574,-0.5124626755714417,0.00427174661308527,2
575,-0.5072744488716125,0.005188241600990295,2
576,-0.5012086033821106,0.0060658580623567104,2
577,-0.49431052803993225,0.006898058112710714,2
578,-0.4866318702697754,0.007678678724914789,2
579,-0.4782298803329468,0.008401994593441486,2
580,-0.4691670835018158,0.009062777273356915,2
581,-0.4595107436180115,0.009656351990997791,2
582,-0.4493320882320404,0.010178647004067898,2
583,-0.4387058615684509,0.010626244358718395,2
584,-0.4277094304561615,0.010996407829225063,2
585,-0.4164223372936249,0.011287115514278412,2
586,-0.40492525696754456,0.011497071012854576,2
587,-0.39329954981803894,0.011625703424215317,2
588,-0.3816263973712921,0.0116731571033597,2
589,-0.3699861168861389,0.011640266515314579,2
590,-0.3584575951099396,0.011528518982231617,2
591,-0.3471176028251648,0.011340009048581123,2
592,-0.3360402286052704,0.011077376082539558,2
593,-0.32529646158218384,0.010743747465312481,2
594,-0.3149538040161133,0.010342668741941452,2
595,-0.3050757646560669,0.009878030978143215,2
596,-0.29572176933288574,0.009354004636406898,2
597,-0.2869468033313751,0.008774974383413792,2
